Salutation,First Name,Middle Name,Last Name,Organization,Title,Phone,Mobile Phone,Fax,Email,Website,Street,City,State,PostalCode,Country,Industry,Number of Employees,Rating,Lead Source,Status,Description,Responsible User,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag List
,,,SERIAL CLEANER  UNIPESSOAL  LDA. - 174,SERIAL CLEANER  UNIPESSOAL  LDA. - 174,,,,,,http://www.serialcleaner.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Swimming pools // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,CLEVERKIDS - UNIPESSOAL   LDA - 175,CLEVERKIDS - UNIPESSOAL   LDA - 175,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,CONTINENTEDIGITAL  SOCIEDADE UNIPESSOAL  LDA. - 176,CONTINENTEDIGITAL  SOCIEDADE UNIPESSOAL  LDA. - 176,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Financial distress  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,PPC-PUROS PREMIUM CIGARS  UNIPESSOAL  LDA. - 177,PPC-PUROS PREMIUM CIGARS  UNIPESSOAL  LDA. - 177,,,,,,http://puros.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Cigars // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,REFRESH THE WORLD OF MULTIMEDIA   LDA - 178,REFRESH THE WORLD OF MULTIMEDIA   LDA - 178,,,,,,http://www.refreshmultimedia.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Web agency  // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,INMOTION - SOCIEDADE UNIPESSOAL  LDA. - 179,INMOTION - SOCIEDADE UNIPESSOAL  LDA. - 179,,,,,,http://inmotion.pt/store/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Arduinos and phidgets platforms // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,LUSONUMIS  LDA - 180,LUSONUMIS  LDA - 180,,,,,,http://www.lusonumismatix.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Numismatic // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,Ecommerce b2c,Other,Contents,,,,,,,
,,,DIGITALGEO  LDA - 181,DIGITALGEO  LDA - 181,,,,,,http://www.digitalgeo.pt/inicio,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Geolocator // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,CENTBIZLIFE - UNIPESSOAL  LDA - 182,CENTBIZLIFE - UNIPESSOAL  LDA - 182,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,PUBLITAXIS - PUBLICIDADE EM TAXIS  LDA - 183,PUBLITAXIS - PUBLICIDADE EM TAXIS  LDA - 183,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Advertisement // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,2B STYLE - UNIPESSOAL  LDA - 184,2B STYLE - UNIPESSOAL  LDA - 184,,,,,,http://www.2bstyle.net/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Fashion // 1. Screening phase: Belongs to Lanidor  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,GRANDES VINHOS - COMERCIO ELECTRONICO  LDA - 185,GRANDES VINHOS - COMERCIO ELECTRONICO  LDA - 185,,,,,,http://www.grandesvinhos.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Low system score belongs to JP Ramos  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,VAKWARE  LDA - 186,VAKWARE  LDA - 186,,,,,,http://vakware.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,PICKZEE  UNIPESSOAL LDA - 187,PICKZEE  UNIPESSOAL LDA - 187,,,,,,http://pickzee.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Footwear // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,EEBLOO PORTUGAL  UNIPESSOAL  LDA - 188,EEBLOO PORTUGAL  UNIPESSOAL  LDA - 188,,,,,,http://www.eebloo.pt/products.aspx,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,STOMACARE - ENTREGAS MEDICAS  UNIPESSOAL LDA - 189,STOMACARE - ENTREGAS MEDICAS  UNIPESSOAL LDA - 189,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,NEEDS ACTION - ARTIGOS PARA ARTES MARCIAIS  UNIPESSOAL LDA - 190,NEEDS ACTION - ARTIGOS PARA ARTES MARCIAIS  UNIPESSOAL LDA - 190,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,MARCO VALADAS - TECNOLOGIAS DE INFORMACAO - SOCIEDADE UNIPESSOAL  LDA - 191,MARCO VALADAS - TECNOLOGIAS DE INFORMACAO - SOCIEDADE UNIPESSOAL  LDA - 191,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,SIGMAFICTION  LDA - 192,SIGMAFICTION  LDA - 192,,,,,,http://www.sigmafiction.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,CARBONO CORE - INFORMATICA  LDA. - 193,CARBONO CORE - INFORMATICA  LDA. - 193,,,,,,http://www.carbonocore.pt/empresa.aspx,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,WSVA - COMERCIO INTERNACIONAL  LDA - 194,WSVA - COMERCIO INTERNACIONAL  LDA - 194,,,,,,http://www.patua.net/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sports services & content // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,NICOESTE - DISTRIBUICAO DE PRODUTOS ALIMENTARES  UNIP. LDA. - 195,NICOESTE - DISTRIBUICAO DE PRODUTOS ALIMENTARES  UNIP. LDA. - 195,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,EXPERT SECRET  LDA - 196,EXPERT SECRET  LDA - 196,,,,,,http://www.soccerdrillstips.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Soccer learning tools // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,GADGETIMAGE COMERCIO E IMPORTACAO LDA - 197,GADGETIMAGE COMERCIO E IMPORTACAO LDA - 197,,,,,,http://ptgadget.net/loja/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,GESPOSTAL - COMERCIO INTERNACIONAL LDA - 198,GESPOSTAL - COMERCIO INTERNACIONAL LDA - 198,,,,,,https://www.catalogosolucoes.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,BECONNECTED  UNIPESSOAL LDA - 199,BECONNECTED  UNIPESSOAL LDA - 199,,,,,,http://www.beconnected.com.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Design // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,VOLTARCO - COMERCIO MAQUINAS E EQUIPAMENTOS  LDA. - 200,VOLTARCO - COMERCIO MAQUINAS E EQUIPAMENTOS  LDA. - 200,,,,,,http://www.voltarco.com/empresa.htm,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,ANA CRISTINA CORTES CASTEL' BRANCO  LDA - 201,ANA CRISTINA CORTES CASTEL' BRANCO  LDA - 201,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,PIXINF - UNIPESSOAL  LDA. - 202,PIXINF - UNIPESSOAL  LDA. - 202,,,,,,http://www.pixinf.com/en/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,DIRECTO A CASA - VENDA A DISTANCIA  LDA - 203,DIRECTO A CASA - VENDA A DISTANCIA  LDA - 203,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,SONDIMARKETING  LDA - 204,SONDIMARKETING  LDA - 204,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Telemarketing // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,LET'S GLOW  UNIPESSOAL LDA - 205,LET'S GLOW  UNIPESSOAL LDA - 205,,,,,,http://www.glow.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Party and fun // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,SPAREHARBOR LDA - 206,SPAREHARBOR LDA - 206,,,,,,http://www.spareharbor.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Marine spare parts // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,YUPITIME  LDA - 207,YUPITIME  LDA - 207,,,,,,http://www.yupitime.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Toys // 1. Screening phase: Not distinctive ecommerce  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,EUROORBI - SERVICOS DE GESTAO E COMERCIO DE OBJECTOS DE COLECCAO  LDA. - 208,EUROORBI - SERVICOS DE GESTAO E COMERCIO DE OBJECTOS DE COLECCAO  LDA. - 208,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Financial distress  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,STB - SERVICOS DE INTERNET  LDA - 209,STB - SERVICOS DE INTERNET  LDA - 209,,,,,,http://www.tbspt.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Engineering // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,ALBERTO VICENTE & FILHOS LDA - 210,ALBERTO VICENTE & FILHOS LDA - 210,,,,,,http://www.alfilux.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,SILVER TENTACLE MERCHANDISING  UNIPESSOAL  LDA. - 211,SILVER TENTACLE MERCHANDISING  UNIPESSOAL  LDA. - 211,,,,,,http://www.silvertentacle.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,WEBMAGISTRAL - UNIPESSOAL  LDA - 212,WEBMAGISTRAL - UNIPESSOAL  LDA - 212,,,,,,http://www.webmagistral.com/index.html,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,EK - COMERCIO VIA INTERNET  UNIPESSOAL LDA - 213,EK - COMERCIO VIA INTERNET  UNIPESSOAL LDA - 213,,,,,,https://sites.google.com/site/eurosmarket/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,GROOVE IT UP - UNIPESSOAL LDA - 214,GROOVE IT UP - UNIPESSOAL LDA - 214,,,,,,http://www.grooveitup.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,CRONOERA  LDA - 215,CRONOERA  LDA - 215,,,,,,http://cronoera.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,EM BUSCA DA ORIGEM - PRODUTOS ALIMENTARES E BEBIDAS  LDA - 216,EM BUSCA DA ORIGEM - PRODUTOS ALIMENTARES E BEBIDAS  LDA - 216,,,,,,http://www.gourmetportugal.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,"Brief description: Portuguese products (""mercado da saudade"") // 1. Screening phase: Limited niche market  // Reference: Orbis // ",Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,CLEVERUNITY UNIPESSOAL LDA - 217,CLEVERUNITY UNIPESSOAL LDA - 217,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,YAABOOM  E-COMMERCE  LDA - 218,YAABOOM  E-COMMERCE  LDA - 218,,,,,,http://www.yupiirun.com/pt/index.php,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Lifestyle // 1. Screening phase: Not distinctive ecommerce  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,ENTREGAS DE CONVENIENCIA - FORA D' HORAS  LDA - 219,ENTREGAS DE CONVENIENCIA - FORA D' HORAS  LDA - 219,,,,,,http://www.foradhoras.pt/pt,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: No internationalisation potential  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,FEITO EM - COMERCIO INTERNACIONAL E REPRESENTACOES  LDA - 220,FEITO EM - COMERCIO INTERNACIONAL E REPRESENTACOES  LDA - 220,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,YELLOWOOD  UNIPESSOAL  LDA - 221,YELLOWOOD  UNIPESSOAL  LDA - 221,,,,,,http://www.yellowoodstore.com/home,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,NATIVEBEAUTY  LDA - 222,NATIVEBEAUTY  LDA - 222,,,,,,http://ofuscante.net/index.php,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Cosmetics (B2B) // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,PEDRO MIGUEL PALMELA INACIO  UNIPESSOAL LDA - 223,PEDRO MIGUEL PALMELA INACIO  UNIPESSOAL LDA - 223,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,BODY ZON  UNIPESSOAL  LDA - 224,BODY ZON  UNIPESSOAL  LDA - 224,,,,,,http://www.bodyzon.pt/store/index.php,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: SPA equipment and products // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Health/Beauty,,,,,,,
,,,NEWRAC - COMERCIO ON LINE  LDA - 225,NEWRAC - COMERCIO ON LINE  LDA - 225,,,,,,http://newrac.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,ESSENCIA DO MUNDO-COMERCIO REPR. PROD. NATURAIS E DECORATIVOS  LDA. - 226,ESSENCIA DO MUNDO-COMERCIO REPR. PROD. NATURAIS E DECORATIVOS  LDA. - 226,,,,,,http://www.ecoescolhas.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,ALTOGAGREEN - SOLUCOES ECOLOGICAS E LUDICAS  LDA - 227,ALTOGAGREEN - SOLUCOES ECOLOGICAS E LUDICAS  LDA - 227,,,,,,http://www.altogagreen.com/loja/index.php/?___store=pt,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,MISS BEADCO - ACESSORIOS DE MODA  LDA - 228,MISS BEADCO - ACESSORIOS DE MODA  LDA - 228,,,,,,http://www.cordsandwires.eu/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Jewelry,,,,,,,
,,,JARDINTEC-ORNAMENTACAO DE INTERIORES E EXTERIORES  LDA. - 229,JARDINTEC-ORNAMENTACAO DE INTERIORES E EXTERIORES  LDA. - 229,,,,,,http://www.loja.jardicentro.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Hardware/Home improvement,,,,,,,
,,,GRAPHABSTRACT UNIPESSOAL LDA - 230,GRAPHABSTRACT UNIPESSOAL LDA - 230,,,,,,http://confrariabacchusalbufeira.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Wine // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,ENCONTROS  LDA - 231,ENCONTROS  LDA - 231,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Nap // 1. Screening phase: Duplicated  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Duplicated,,,,,,,,
,,,EQUINVICTUS  UNIPESSOAL LDA - 232,EQUINVICTUS  UNIPESSOAL LDA - 232,,,,,,http://www.equinvictus.com/store/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Riding products // 1. Screening phase: Limited niche market  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,CAMALEAO COLORIDO  LDA - 233,CAMALEAO COLORIDO  LDA - 233,,,,,,http://www.bebenatur.com/index.php,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Baby // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,AFO-AUDIO FOREIGN OFFICE  LDA. - 234,AFO-AUDIO FOREIGN OFFICE  LDA. - 234,,,,,,http://www.audioforeignoffice.com/pt/homepage/index.aspx,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,ENERGIA EM EQUILIBRIO LDA - 235,ENERGIA EM EQUILIBRIO LDA - 235,,,,,,http://energiaemequilibrio.com/pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Perfumes & Cosmetics // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Health/Beauty,,,,,,,
,,,MY SMILE FACTORY - COMERCIO ELECTRONICO  LDA - 236,MY SMILE FACTORY - COMERCIO ELECTRONICO  LDA - 236,,,,,,http://www.mysmilefactory.com/pt/leiloes-invertidos/leiloes-actuais/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Auctions // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Other,,,,,,,
,,,PLUBEE - CONNECTED BUYING  LDA - 237,PLUBEE - CONNECTED BUYING  LDA - 237,,,,,,http://www.plubee.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Consulting // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,BARELE - DIGITAL SOLUTIONS LDA - 238,BARELE - DIGITAL SOLUTIONS LDA - 238,,,,,,http://www.barel.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Not retail tech  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,EUTHENIA  LDA - 239,EUTHENIA  LDA - 239,,,,,,http://euthenia.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Consulting // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,MULTINUTRICAO  UNIPESSOAL LDA - 240,MULTINUTRICAO  UNIPESSOAL LDA - 240,,,,,,http://www.multinutricao.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Natural products // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,KUARTERFLASH - COMERCIO ELECTRONICO  LDA - 241,KUARTERFLASH - COMERCIO ELECTRONICO  LDA - 241,,,,,,http://kuarterflash.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Consulting // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,XPIS  LDA - 242,XPIS  LDA - 242,,,,,,http://showcase.pchut.pt/index.php?route=common/home,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,VBRF - MULTISERVICOS  LDA - 243,VBRF - MULTISERVICOS  LDA - 243,,,,,,http://www.vbrfmultiservicos.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,EMOCAO TOTAL  UNIPESSOAL LDA - 244,EMOCAO TOTAL  UNIPESSOAL LDA - 244,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,WONE - PROJECTOS ONLINE  LDA - 245,WONE - PROJECTOS ONLINE  LDA - 245,,,,,,http://wone.pt/descontos,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Deal of the day business // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Other,Deals,,,,,,,
,,,GENUINETASK   LDA - 246,GENUINETASK   LDA - 246,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,ALERTAVIRTUAL UNIPESSOAL LDA - 247,ALERTAVIRTUAL UNIPESSOAL LDA - 247,,,,,,http://fiodanavalha.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,ATELIER 98 - CAMISAS POR MEDIDA  LDA - 248,ATELIER 98 - CAMISAS POR MEDIDA  LDA - 248,,,,,,http://www.atelierdecamisa.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,COMPASSO CINTILANTE - COMERCIO DE EQUIPAMENTOS ELECTRONICOS LDA - 249,COMPASSO CINTILANTE - COMERCIO DE EQUIPAMENTOS ELECTRONICOS LDA - 249,,,,,,http://www.troikadance.net/_home,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
